thread_id,repo,path,language,language_normalized,reviewer_type,feed_type,file_size_before,file_size_after,LackOfCohesion_Functions_Before,LackOfCohesion_Functions_After,LackOfCohesion_Functions_Delta,LackOfCohesion_Classes_Before,LackOfCohesion_Classes_After,LackOfCohesion_Classes_Delta,NumBaseClasses_Before,NumBaseClasses_After,NumBaseClasses_Delta,NumCoupledClasses_Before,NumCoupledClasses_After,NumCoupledClasses_Delta,NumDerivedClasses_Before,NumDerivedClasses_After,NumDerivedClasses_Delta,InputsOfFunctions_Before,InputsOfFunctions_After,InputsOfFunctions_Delta,OutputsOfFunctions_Before,OutputsOfFunctions_After,OutputsOfFunctions_Delta,InputsOfClasses_Before,InputsOfClasses_After,InputsOfClasses_Delta,OutputsOfClasses_Before,OutputsOfClasses_After,OutputsOfClasses_Delta,CyclomaticComplexity_Total_Before,CyclomaticComplexity_Total_After,CyclomaticComplexity_Total_Delta,CyclomaticComplexity_Avg_Before,CyclomaticComplexity_Avg_After,CyclomaticComplexity_Avg_Delta,CyclomaticComplexity_Max_Before,CyclomaticComplexity_Max_After,CyclomaticComplexity_Max_Delta,MaxNesting_Before,MaxNesting_After,MaxNesting_Delta,LinesOfCode_Before,LinesOfCode_After,LinesOfCode_Delta,LinesOfComment_Before,LinesOfComment_After,LinesOfComment_Delta,CountStmt_Before,CountStmt_After,CountStmt_Delta
2196150378,Azure/azure-functions-host,test/WebJobs.Script.Tests/ScriptStartupTypeDiscovererTests.cs,cs,,Agent,Code Improvement,73703,73705,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1,36,0,-36,0,0,0,312,312,0,630,630,0,800,0,-800,1636,0,-1636,158,158,0,1,1,0,5,5,0,3,3,0,1009,1009,0,50,50,0,686,686,0
2237846021,Azure/azure-functions-host,src/WebJobs.Script/Http/RetryProxyHandler.cs,cs,,Agent,Code Improvement,3595,3593,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,8,8,0,12,12,0,0,0,0,0,0,0,10,10,0,5,5,0,9,9,0,3,3,0,68,68,0,6,6,0,39,39,0
2299129956,Azure/azure-functions-host,src/WebJobs.Script/Http/RetryProxyHandler.cs,cs,,Human,Knowledge Transfer,3595,3593,0.0,83.0,83.0,0.0,83.0,83.0,0,1,1,0,12,12,0,0,0,8,8,0,12,12,0,0,48,48,0,72,72,10,10,0,5,5,0,9,9,0,3,3,0,68,68,0,6,6,0,39,39,0
2301543729,Azure/azure-functions-host,src/WebJobs.Script/Http/RetryProxyHandler.cs,cs,,Human,Understanding,3595,3593,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,8,8,0,12,12,0,0,0,0,0,0,0,10,10,0,5,5,0,9,9,0,3,3,0,68,68,0,6,6,0,39,39,0
2273700047,Azure/azure-functions-host,src/WebJobs.Script/Workers/Rpc/IWorkerConfigurationResolver.cs,cs,,Human,Code Improvement,553,789,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,5,8,3,6,6,0
2349405528,Azure/azure-functions-host,test/WebJobs.Script.Tests/UtilityTests.cs,cs,,Agent,Code Improvement,50034,50030,16.333333,0.0,-16.333333,16.333333,0.0,-16.333333,6,0,-6,46,0,-46,2,0,-2,122,122,0,218,218,0,232,0,-232,356,0,-356,109,109,0,1,1,0,4,4,0,1,1,0,985,985,0,30,30,0,422,422,0
2356986724,Azure/azure-functions-host,test/WebJobs.Script.Tests.Integration/Diagnostics/MetricsEventManagerTests.cs,cs,,Agent,Code Improvement,43639,43640,69.666667,0.0,-69.666667,69.333333,0.0,-69.333333,3,0,-3,29,0,-29,0,0,0,245,246,1,322,322,0,325,0,-325,470,0,-470,129,129,0,1,1,0,18,18,0,6,6,0,782,782,0,31,31,0,548,548,0
2371148469,Azure/azure-functions-host,src/WebJobs.Script.WebHost/Middleware/SpecializationSimulatorMiddleware.cs,cs,,Agent,Code Improvement,2740,2731,56.0,0.0,-56.0,56.0,0.0,-56.0,1,0,-1,7,0,-7,0,0,0,8,8,0,14,14,0,16,0,-16,28,0,-28,5,5,0,3,3,0,4,4,0,3,3,0,47,47,0,5,5,0,30,30,0
2083748839,Azure/azure-powershell,src/Accounts/Accounts/Token/GetAzureRmAccessToken.cs,cs,,Human,Code Improvement,7516,7672,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,11,11,0,34,34,0,0,0,0,0,0,0,22,22,0,2,2,0,12,12,0,2,2,0,136,137,1,18,18,0,62,63,1
2083829050,Azure/azure-powershell,src/Accounts/Accounts/Token/GetAzureRmAccessToken.cs,cs,,Agent,Code Improvement,7516,7672,0.0,80.0,80.0,0.0,80.0,80.0,0,1,1,0,16,16,0,0,0,11,11,0,34,34,0,0,16,16,0,92,92,22,22,0,2,2,0,12,12,0,2,2,0,136,137,1,18,18,0,62,63,1
2160800141,Azure/azure-powershell,src/HDInsight/HDInsight/ClusterConfigurationUtils.cs,cs,,Agent,Code Improvement,10898,10923,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,15,15,0,0,0,24,24,0,35,35,0,0,38,38,0,46,46,30,30,0,3,3,0,12,12,0,4,4,0,179,179,0,16,16,0,88,88,0
2181847997,Azure/azure-powershell,src/Synapse/Synapse/Common/Utils.cs,cs,,Agent,Code Improvement,10215,10247,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,24,24,0,0,0,41,44,3,60,58,-2,0,75,75,0,104,104,59,59,0,3,3,0,6,6,0,3,3,0,228,228,0,16,16,0,115,115,0
2198252599,Azure/azure-powershell,src/Compute/Compute.Management.Sdk/Customizations/VirtualMachineScaleSetVMExtension.cs,cs,,Agent,Defects,4777,4777,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1,2,0,-2,0,0,0,44,45,1,6,6,0,89,0,-89,12,0,-12,3,3,0,1,1,0,1,1,0,0,0,0,68,68,0,0,0,0,56,56,0
2237146620,Azure/azure-powershell,src/Accounts/Authentication/Authentication/TokenCache/SharedTokenCacheProvider.cs,cs,,Agent,Code Improvement,5935,6140,0.0,93.0,93.0,0.0,75.0,75.0,0,1,1,0,6,6,0,0,0,21,21,0,46,46,0,0,26,26,0,72,72,23,23,0,2,2,0,3,3,0,2,2,0,122,122,0,25,27,2,66,66,0
2261685711,Azure/azure-powershell,src/ServiceFabric/ServiceFabric/Models/ManagedClusters/PSManagedCluster.cs,cs,,Agent,Defects,3705,3705,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1,0,0,0,0,0,0,1,1,0,1,1,0,2,0,-2,2,0,-2,1,1,0,1,1,0,1,1,0,0,0,0,60,60,0,13,13,0,4,4,0
2189614277,Altinn/altinn-studio,backend/tests/Designer.Tests/Services/OptionListReferenceServiceTests.cs,cs,,Human,Code Improvement,4977,5038,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1,10,0,-10,0,0,0,9,9,0,14,14,0,18,0,-18,28,0,-28,4,4,0,1,1,0,1,1,0,0,0,0,109,110,1,6,6,0,34,34,0
2309779923,Altinn/altinn-studio,src/Designer/backend/src/Designer/Services/Implementation/GiteaAPIWrapper/GiteaAPIWrapper.cs,cs,,Agent,Code Improvement,24530,24112,0.0,81.0,81.0,0.0,77.0,77.0,0,1,1,0,32,32,0,0,0,114,112,-2,142,140,-2,0,206,206,0,266,266,82,81,-1,3,3,0,8,8,0,4,4,0,446,441,-5,45,45,0,242,239,-3
2424781919,Azure/azure-powershell,src/Network/Network/NetworkManager/NetworkManagerRoutingConfiguration/NewAzNetworkManagerRoutingConfigurationCommand.cs,cs,,Agent,Code Improvement,6467,6258,89.0,0.0,-89.0,89.0,0.0,-89.0,1,0,-1,12,0,-12,0,0,0,16,16,0,36,36,0,28,0,-28,60,0,-60,20,20,0,1,1,0,3,3,0,1,1,0,107,100,-7,17,16,-1,54,52,-2
2424836488,Azure/azure-powershell,src/Network/Network/NetworkManager/NetworkManagerRoutingConfiguration/NewAzNetworkManagerRoutingConfigurationCommand.cs,cs,,Agent,Code Improvement,6467,6258,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,16,16,0,36,36,0,0,0,0,0,0,0,20,20,0,1,1,0,3,3,0,1,1,0,107,100,-7,17,16,-1,54,52,-2
2453183153,Azure/azure-powershell,src/Network/Network/AzureFirewallPolicy/SetAzureFirewallPolicyCommand.cs,cs,,Agent,Defects,16807,16840,0.0,78.0,78.0,0.0,78.0,78.0,0,1,1,0,27,27,0,0,0,88,88,0,123,123,0,0,44,44,0,116,116,111,112,1,2,2,0,39,39,0,2,2,0,285,285,0,16,16,0,146,146,0
2474901636,Azure/azure-powershell,src/Network/Network/NetworkVirtualAppliance/NVAInVnet/NewNvaInterfaceConfigurationCommand.cs,cs,,Agent,Code Improvement,2509,2533,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3,3,0,11,11,0,0,0,0,0,0,0,8,8,0,1,1,0,2,2,0,0,0,0,44,44,0,13,13,0,18,18,0
2474901688,Azure/azure-powershell,src/Network/Network/NetworkVirtualAppliance/NVAInVnet/NewNvaInterfaceConfigurationCommand.cs,cs,,Agent,Code Improvement,2509,2533,75.0,0.0,-75.0,75.0,0.0,-75.0,1,0,-1,7,0,-7,0,0,0,3,3,0,11,11,0,0,0,0,20,0,-20,8,8,0,1,1,0,2,2,0,0,0,0,44,44,0,13,13,0,18,18,0
2477251490,Azure/azure-sdk-for-net,sdk/mysql/Azure.ResourceManager.MySql/src/Custom/MySqlFlexibleServerData.cs,cs,,Agent,Defects,2000,1996,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1,6,0,-6,0,0,0,1,1,0,4,4,0,0,0,0,0,0,0,7,7,0,2,2,0,5,5,0,3,3,0,36,36,0,8,8,0,24,24,0
2316790830,Azure/azure-sdk-for-net,sdk/computerecommender/Azure.ResourceManager.ComputeRecommender/src/Properties/AssemblyInfo.cs,cs,,Agent,Code Improvement,881,882,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,5,0,1,1,0
2304834856,Azure/azure-sdk-for-net,sdk/identity/Azure.Identity/src/Credentials/VisualStudioCodeCredential.cs,cs,,Human,Code Improvement,9517,9535,0.0,85.0,85.0,0.0,75.0,75.0,0,1,1,0,13,13,0,0,0,24,24,0,39,39,0,0,48,48,0,78,78,24,24,0,2,2,0,6,6,0,2,2,0,117,117,0,45,45,0,69,69,0
2309489017,Azure/azure-sdk-for-net,sdk/cosmosdbforpostgresql/Azure.ResourceManager.CosmosDBForPostgreSql/src/Custom/CosmosDBForPostgreSqlClusterResource.cs,cs,,Agent,Code Improvement,4018,4019,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1,5,0,-5,0,0,0,4,4,0,3,3,0,8,0,-8,6,0,-6,2,2,0,1,1,0,1,1,0,0,0,0,19,19,0,50,50,0,9,9,0
2317924071,Azure/azure-sdk-for-net,eng/packages/http-client-csharp/generator/Azure.Generator/src/Providers/Abstraction/HttpRequestProvider.cs,cs,,Agent,Code Improvement,4609,4647,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,12,14,2,35,35,0,0,0,0,0,0,0,25,25,0,2,2,0,13,13,0,2,2,0,96,96,0,16,16,0,55,55,0
2320534437,Azure/azure-sdk-for-net,sdk/ai/Azure.AI.Agents.Persistent/tests/Utilities/GenAITraceVerifier.cs,cs,,Agent,Code Improvement,8094,8082,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,7,7,0,0,0,72,72,0,45,45,0,0,138,138,0,84,84,50,49,-1,5,4,-1,15,14,-1,3,3,0,194,194,0,2,2,0,112,112,0
2320534449,Azure/azure-sdk-for-net,sdk/ai/Azure.AI.Agents.Persistent/tests/PersistentAgentsTelemetryTests.cs,cs,,Agent,Code Improvement,104726,104725,0.0,5.466667,5.466667,0.0,5.466667,5.466667,0,15,15,0,42,42,0,0,0,198,198,0,364,364,0,0,260,260,0,588,588,134,134,0,2,2,0,10,10,0,4,4,0,1906,1906,0,97,97,0,630,630,0
2332314709,Azure/azure-sdk-for-net,eng/packages/http-client-csharp-mgmt/generator/Azure.Generator.Management/src/Visitors/FlattenPropertyVisitor.cs,cs,,Agent,Defects,24987,24977,92.0,0.0,-92.0,83.0,0.0,-83.0,1,0,-1,28,0,-28,0,0,0,52,52,0,82,82,0,90,0,-90,144,0,-144,78,78,0,4,4,0,14,14,0,7,7,0,397,397,0,31,31,0,196,196,0
2334546934,Azure/azure-sdk-for-net,sdk/identity/Azure.Identity/tests/ImdsManagedIdentityProbeSourceTests.cs,cs,,Agent,Defects,16083,16183,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,31,31,0,152,152,0,0,0,0,0,0,0,25,25,0,1,1,0,2,2,0,1,1,0,282,282,0,15,15,0,137,137,0
2334546953,Azure/azure-sdk-for-net,sdk/identity/Azure.Identity/tests/ImdsManagedIdentityProbeSourceTests.cs,cs,,Agent,Defects,16083,16183,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,15,15,0,0,0,31,31,0,152,152,0,0,96,96,0,400,400,25,25,0,1,1,0,2,2,0,1,1,0,282,282,0,15,15,0,137,137,0
2342414825,Azure/azure-sdk-for-net,sdk/core/Microsoft.ClientModel.TestFramework/src/RecordedTests/TestProxy/TestProxyProcess.cs,cs,,Agent,Code Improvement,12811,12812,91.0,0.0,-91.0,88.0,0.0,-88.0,1,0,-1,10,0,-10,0,0,0,36,38,2,69,69,0,53,0,-53,106,0,-106,45,45,0,3,3,0,11,11,0,4,4,0,248,248,0,47,47,0,148,148,0
2353701222,Azure/azure-sdk-for-net,sdk/monitor/Azure.Monitor.OpenTelemetry.Exporter/src/Internals/CustomerSdkStats/CustomerSdkStatsHelper.cs,cs,,Agent,Defects,13463,13461,0.0,94.0,94.0,0.0,81.0,81.0,0,1,1,0,6,6,0,0,0,17,17,0,27,27,0,0,34,34,0,54,54,42,42,0,5,5,0,11,11,0,2,2,0,226,226,0,45,45,0,114,114,0
2353701246,Azure/azure-sdk-for-net,sdk/monitor/Azure.Monitor.OpenTelemetry.Exporter/src/Internals/CustomerSdkStats/CustomerSdkStatsDimensions.cs,cs,,Agent,Code Improvement,3124,3127,0.0,88.0,88.0,0.0,50.0,50.0,0,1,1,0,2,2,0,0,0,17,17,0,14,14,0,0,34,34,0,28,28,8,8,0,2,2,0,2,2,0,1,1,0,48,48,0,24,24,0,24,24,0
2361636946,Azure/azure-sdk-for-net,sdk/quota/Azure.ResourceManager.Quota/src/Custom/ArmQuotaModelFactory.cs,cs,,Human,Code Improvement,5224,5223,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,5,5,0,0,0,21,21,0,3,3,0,0,42,42,0,6,6,3,3,0,1,1,0,1,1,0,0,0,0,44,44,0,30,30,0,9,9,0
2389544269,Azure/azure-sdk-for-net,sdk/template/Azure.Template/src/TemplateClient.cs,cs,,Human,Code Improvement,2702,2703,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1,8,0,-8,0,0,0,5,6,1,16,17,1,11,0,-11,33,0,-33,3,4,1,2,2,0,2,2,0,1,1,0,51,51,0,9,9,0,20,25,5
2389544396,Azure/azure-sdk-for-net,sdk/template/Azure.Template/tests/TemplateClientLiveTests.cs,cs,,Human,Code Improvement,1636,1637,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1,7,0,-7,0,0,0,2,2,0,7,8,1,4,0,-4,15,0,-15,3,3,0,1,1,0,1,1,0,0,0,0,30,30,0,8,8,0,12,14,2
2392837211,Azure/azure-sdk-for-net,sdk/ai/Azure.AI.VoiceLive/src/Customizations/VoiceLiveSessionResponse.cs,cs,,Agent,Code Improvement,2024,2014,90.0,0.0,-90.0,90.0,0.0,-90.0,1,0,-1,10,0,-10,0,0,0,1,1,0,10,10,0,0,0,0,0,0,0,8,8,0,2,2,0,4,4,0,2,2,0,38,38,0,16,16,0,24,24,0
2396296325,Azure/azure-sdk-for-net,sdk/storage/Microsoft.Azure.WebJobs.Extensions.Storage.Blobs/src/Listeners/BlobScalerMonitorProvider.cs,cs,,Agent,Defects,6625,6626,42.333333,0.0,-42.333333,38.333333,0.0,-38.333333,3,0,-3,23,0,-23,0,0,0,23,23,0,41,41,0,38,0,-38,70,0,-70,19,19,0,2,2,0,5,5,0,2,2,0,126,126,0,5,5,0,74,74,0
2414732972,Azure/azure-sdk-for-net,sdk/ai/Azure.AI.Agents.Persistent/src/Custom/MCPApproval.cs,cs,,Agent,Code Improvement,4274,4268,87.0,0.0,-87.0,79.0,0.0,-79.0,1,0,-1,6,0,-6,0,0,0,21,22,1,23,23,0,57,0,-57,72,0,-72,15,15,0,2,2,0,5,5,0,2,2,0,76,76,0,22,22,0,40,40,0
2414732984,Azure/azure-sdk-for-net,sdk/ai/Azure.AI.Agents.Persistent/src/Custom/MCPApproval.cs,cs,,Agent,Code Improvement,4274,4268,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,21,21,0,23,23,0,0,0,0,0,0,0,15,15,0,2,2,0,5,5,0,2,2,0,76,76,0,22,22,0,40,40,0
2418378786,Azure/azure-sdk-for-net,sdk/durabletask/Azure.ResourceManager.DurableTask/tests/Scenario/RetentionPolicyTests.cs,cs,,Agent,Defects,4813,4820,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1,16,0,-16,0,0,0,3,3,0,18,18,0,4,0,-4,34,0,-34,5,5,0,2,2,0,3,3,0,1,1,0,81,81,0,10,10,0,37,37,0
2441459280,Azure/azure-sdk-for-net,sdk/eventhub/Azure.Messaging.EventHubs.Shared/tests/BlobCheckpointStore/BlobsCheckpointStoreInternalTests.cs,cs,,Agent,Code Improvement,92979,92978,0.0,81.0,81.0,0.0,81.0,81.0,0,5,5,0,69,69,0,0,0,587,589,2,535,535,0,0,880,880,0,758,758,174,174,0,1,1,0,5,5,0,1,1,0,1257,1257,0,227,227,0,624,624,0
2444304331,Azure/azure-sdk-for-net,sdk/provisioning/Azure.Provisioning/tests/Primitives/ProvisionableResourceTests.cs,cs,,Agent,Code Improvement,28647,28663,72.166667,0.0,-72.166667,72.166667,0.0,-72.166667,6,0,-6,45,0,-45,0,0,0,152,152,0,281,281,0,38,0,-38,132,0,-132,79,79,0,1,1,0,2,2,0,0,0,0,572,572,0,70,70,0,329,329,0
2447329778,Azure/azure-sdk-for-net,sdk/deviceregistry/Azure.ResourceManager.DeviceRegistry/src/Custom/ArmDeviceRegistryModelFactory.cs,cs,,Agent,Code Improvement,3039,3038,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,9,9,0,0,0,8,8,0,2,2,0,0,16,16,0,4,4,4,3,-1,4,3,-1,4,3,-1,0,0,0,25,25,0,12,12,0,9,9,0
2454600381,Azure/azure-sdk-for-net,sdk/provisioning/Azure.Provisioning/src/Expressions/AST/TypeExpression.cs,cs,,Agent,Code Improvement,608,608,0.0,75.0,75.0,0.0,75.0,75.0,0,1,1,0,4,4,0,0,0,2,2,0,6,5,-1,0,2,2,0,9,9,3,3,0,2,2,0,2,2,0,0,0,0,10,10,0,2,2,0,7,6,-1
2468269469,Azure/azure-sdk-for-net,sdk/provisioning/Azure.Provisioning.Dns/src/DnsZone.cs,cs,,Agent,Code Improvement,8102,8103,0.0,47.0,47.0,0.0,47.0,47.0,0,2,2,0,10,10,0,0,0,27,27,0,64,64,0,0,4,4,0,40,40,23,23,0,1,1,0,2,2,0,0,0,0,110,110,0,73,73,0,113,113,0
2085639756,Azure/azure-sdk-for-net,sdk/tables/Azure.Data.Tables/tests/TableClientLiveTests.cs,cs,,Agent,Defects,75172,75141,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1,28,0,-28,0,0,0,116,116,0,507,507,0,198,0,-198,810,0,-810,97,97,0,1,1,0,3,3,0,1,1,0,879,879,0,282,282,0,549,549,0
2101195185,Azure/azure-sdk-for-net,sdk/communication/Azure.Communication.Chat/src/ChatClient.cs,cs,,Agent,Defects,17189,17208,78.0,0.0,-78.0,78.0,0.0,-78.0,1,0,-1,26,0,-26,0,0,0,70,71,1,111,111,0,89,0,-89,154,0,-154,30,30,0,2,2,0,3,3,0,2,2,0,230,230,0,48,48,0,118,118,0
2124890525,Azure/azure-sdk-for-net,sdk/eventgrid/Azure.Messaging.EventGrid.SystemEvents/src/Customization/MediaJobError.cs,cs,,Agent,Defects,2326,2325,0.0,70.0,70.0,0.0,70.0,70.0,0,1,1,0,7,7,0,0,0,5,5,0,7,7,0,0,10,10,0,4,4,7,7,0,1,1,0,1,1,0,0,0,0,26,26,0,15,15,0,22,22,0
2135911153,Azure/azure-sdk-for-net,sdk/extensions/Microsoft.Extensions.Azure/src/Internal/ClientFactory.cs,cs,,Human,Code Improvement,25488,25513,0.0,0.0,0.0,0.0,0.0,0.0,1,0,-1,35,0,-35,0,0,0,63,63,0,91,91,0,110,0,-110,160,0,-160,104,104,0,5,5,0,39,39,0,5,5,0,511,511,0,8,8,0,267,267,0
2240526015,Azure/azure-sdk-for-net,sdk/core/Azure.Core/perf/DynamicObjectBenchmark.cs,cs,,Human,Code Improvement,3942,4315,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,8,8,0,15,16,1,0,0,0,0,0,0,10,12,2,1,2,1,2,4,2,1,2,1,99,108,9,3,3,0,44,47,3
2241206003,Azure/azure-sdk-for-net,sdk/core/Azure.Core/perf/PipelineDefaultBenchmark.cs,cs,,Agent,Code Improvement,1416,1417,50.0,0.0,-50.0,50.0,0.0,-50.0,1,0,-1,12,0,-12,0,0,0,1,1,0,7,7,0,2,0,-2,14,0,-14,2,2,0,1,1,0,1,1,0,0,0,0,36,36,0,6,6,0,21,21,0
